report_id,date,day,source_reliability,narrative,mentioned_entity_ids,ground_truth_flag
UP-INTEL-0157,2024-04-05,96,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00051,noise
UP-INTEL-0158,2024-07-24,206,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00144,noise
UP-INTEL-0159,2024-05-25,146,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00097,noise
UP-INTEL-0160,2024-07-22,204,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00012,noise
UP-INTEL-0161,2024-04-22,113,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00128,noise
UP-INTEL-0162,2024-03-28,88,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00191,noise
UP-INTEL-0163,2024-03-14,74,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00069,noise
UP-INTEL-0164,2024-06-18,170,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00089,noise
UP-INTEL-0165,2024-06-21,173,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00183,noise
UP-INTEL-0166,2024-01-28,28,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00016,noise
UP-INTEL-0167,2024-05-11,132,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00153,noise
UP-INTEL-0168,2024-05-07,128,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00170,noise
UP-INTEL-0169,2024-02-03,34,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00054,noise
UP-INTEL-0170,2024-02-24,55,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00092,noise
UP-INTEL-0171,2024-06-26,178,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00138,noise
UP-INTEL-0172,2024-01-09,9,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00071,noise
UP-INTEL-0173,2024-04-06,97,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00022,noise
UP-INTEL-0174,2024-03-04,64,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00181,noise
UP-INTEL-0175,2024-02-13,44,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00125,noise
UP-INTEL-0176,2024-04-22,113,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00055,noise
UP-INTEL-0177,2024-03-04,64,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00075,noise
UP-INTEL-0178,2024-05-12,133,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00167,noise
UP-INTEL-0179,2024-01-30,30,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00186,noise
UP-INTEL-0180,2024-03-09,69,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00049,noise
UP-INTEL-0181,2024-05-02,123,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00028,noise
UP-INTEL-0182,2024-06-27,179,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00010,noise
UP-INTEL-0183,2024-06-29,181,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00015,noise
UP-INTEL-0184,2024-04-05,96,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00088,noise
UP-INTEL-0185,2024-04-29,120,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00089,noise
UP-INTEL-0186,2024-07-11,193,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00014,noise
UP-INTEL-0187,2024-06-05,157,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00183,noise
UP-INTEL-0188,2024-01-28,28,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00160,noise
UP-INTEL-0189,2024-07-29,211,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00129,noise
UP-INTEL-0190,2024-05-26,147,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00102,noise
UP-INTEL-0191,2024-07-17,199,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00071,noise
UP-INTEL-0192,2024-05-26,147,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00052,noise
UP-INTEL-0193,2024-01-18,18,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00041,noise
UP-INTEL-0194,2024-02-10,41,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00062,noise
UP-INTEL-0195,2024-08-14,227,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00082,noise
UP-INTEL-0196,2024-03-08,68,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00124,noise
UP-INTEL-0197,2024-05-25,146,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00195,noise
UP-INTEL-0198,2024-04-09,100,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00065,noise
UP-INTEL-0199,2024-05-06,127,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00176,noise
UP-INTEL-0200,2024-03-11,71,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00030,noise
UP-INTEL-0201,2024-06-30,182,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00079,noise
UP-INTEL-0202,2024-07-29,211,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00084,noise
UP-INTEL-0203,2024-03-16,76,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00187,noise
UP-INTEL-0204,2024-05-10,131,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00062,noise
UP-INTEL-0205,2024-06-30,182,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00018,noise
UP-INTEL-0206,2024-01-13,13,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00070,noise
UP-INTEL-0207,2024-03-07,67,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00140,noise
UP-INTEL-0208,2024-02-15,46,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00089,noise
UP-INTEL-0209,2024-06-14,166,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00018,noise
UP-INTEL-0210,2024-04-01,92,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00020,noise
UP-INTEL-0211,2024-04-22,113,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00087,noise
UP-INTEL-0212,2024-02-03,34,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00151,noise
UP-INTEL-0213,2024-02-25,56,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00163,noise
UP-INTEL-0214,2024-06-08,160,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00052,noise
UP-INTEL-0215,2024-04-29,120,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00114,noise
UP-INTEL-0216,2024-03-03,63,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00187,noise
UP-INTEL-0217,2024-08-20,233,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00126,noise
UP-INTEL-0218,2024-07-05,187,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00155,noise
UP-INTEL-0219,2024-01-17,17,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00156,noise
UP-INTEL-0220,2024-01-13,13,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00078,noise
UP-INTEL-0221,2024-03-18,78,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00078,noise
UP-INTEL-0222,2024-07-16,198,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00038,noise
UP-INTEL-0223,2024-04-08,99,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00120,noise
UP-INTEL-0224,2024-03-10,70,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00113,noise
UP-INTEL-0225,2024-05-10,131,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00165,noise
UP-INTEL-0226,2024-06-05,157,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00069,noise
UP-INTEL-0227,2024-07-12,194,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00154,noise
UP-INTEL-0228,2024-07-11,193,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00107,noise
UP-INTEL-0229,2024-07-28,210,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00095,noise
UP-INTEL-0230,2024-01-11,11,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00056,noise
UP-INTEL-0231,2024-07-13,195,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00100,noise
UP-INTEL-0232,2024-03-20,80,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00064,noise
UP-INTEL-0233,2024-07-12,194,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00165,noise
UP-INTEL-0234,2024-01-09,9,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00126,noise
UP-INTEL-0235,2024-02-19,50,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00030,noise
UP-INTEL-0236,2024-08-19,232,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00184,noise
UP-INTEL-0237,2024-06-15,167,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00003,noise
UP-INTEL-0238,2024-06-06,158,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00044,noise
UP-INTEL-0239,2024-08-08,221,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00167,noise
UP-INTEL-0240,2024-07-28,210,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00178,noise
UP-INTEL-0241,2024-08-05,218,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00066,noise
UP-INTEL-0242,2024-06-28,180,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00162,noise
UP-INTEL-0243,2024-04-09,100,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00104,noise
UP-INTEL-0244,2024-02-16,47,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00035,noise
UP-INTEL-0245,2024-02-06,37,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00129,noise
UP-INTEL-0246,2024-06-29,181,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00043,noise
UP-INTEL-0247,2024-04-21,112,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00033,noise
UP-INTEL-0248,2024-05-21,142,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Agra. Cash routing managed through hawala operators.,UP00179,noise
UP-INTEL-0249,2024-07-05,187,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00193,noise
UP-INTEL-0250,2024-08-15,228,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00124,noise
UP-INTEL-0251,2024-02-26,57,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00136,noise
UP-INTEL-0252,2024-07-27,209,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00030,noise
UP-INTEL-0253,2024-03-01,61,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00137,noise
UP-INTEL-0254,2024-04-02,93,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00191,noise
UP-INTEL-0255,2024-01-19,19,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00149,noise
UP-INTEL-0256,2024-03-05,65,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00128,noise
UP-INTEL-0257,2024-02-19,50,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00066,noise
UP-INTEL-0258,2024-06-21,173,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00108,noise
UP-INTEL-0259,2024-02-07,38,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00137,noise
UP-INTEL-0260,2024-01-08,8,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00080,noise
UP-INTEL-0261,2024-01-23,23,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00105,noise
UP-INTEL-0262,2024-08-09,222,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00172,noise
UP-INTEL-0263,2024-06-08,160,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00198,noise
UP-INTEL-0264,2024-08-14,227,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00123,noise
UP-INTEL-0265,2024-01-27,27,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00141,noise
UP-INTEL-0266,2024-04-25,116,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00025,noise
UP-INTEL-0267,2024-08-28,241,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00097,noise
UP-INTEL-0268,2024-06-07,159,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00108,noise
UP-INTEL-0269,2024-07-10,192,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Prayagraj. Cash routing managed through hawala operators.,UP00134,noise
UP-INTEL-0270,2024-05-12,133,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00103,noise
UP-INTEL-0271,2024-01-05,5,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00005,noise
UP-INTEL-0272,2024-08-14,227,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00032,noise
UP-INTEL-0273,2024-02-16,47,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Jhansi. Cash routing managed through hawala operators.,UP00026,noise
UP-INTEL-0274,2024-06-30,182,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00183,noise
UP-INTEL-0275,2024-08-18,231,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00103,noise
UP-INTEL-0276,2024-06-12,164,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00151,noise
UP-INTEL-0277,2024-08-17,230,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00021,noise
UP-INTEL-0278,2024-08-11,224,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00010,noise
UP-INTEL-0279,2024-07-07,189,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00156,noise
UP-INTEL-0280,2024-05-01,122,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00100,noise
UP-INTEL-0281,2024-06-07,159,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00095,noise
UP-INTEL-0282,2024-02-22,53,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Meerut. Cash routing managed through hawala operators.,UP00076,noise
UP-INTEL-0283,2024-01-03,3,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00051,noise
UP-INTEL-0284,2024-01-07,7,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00126,noise
UP-INTEL-0285,2024-04-06,97,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00076,noise
UP-INTEL-0286,2024-01-10,10,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ghaziabad. Cash routing managed through hawala operators.,UP00161,noise
UP-INTEL-0287,2024-02-15,46,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Lucknow. Cash routing managed through hawala operators.,UP00176,noise
UP-INTEL-0288,2024-04-14,105,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00194,noise
UP-INTEL-0289,2024-01-05,5,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00153,noise
UP-INTEL-0290,2024-08-05,218,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Ayodhya. Cash routing managed through hawala operators.,UP00073,noise
UP-INTEL-0291,2024-05-04,125,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gautam Buddha Nagar (Noida). Cash routing managed through hawala operators.,UP00144,noise
UP-INTEL-0292,2024-02-21,52,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00017,noise
UP-INTEL-0293,2024-08-21,234,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00081,noise
UP-INTEL-0294,2024-02-19,50,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00082,noise
UP-INTEL-0295,2024-04-28,119,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Varanasi. Cash routing managed through hawala operators.,UP00154,noise
UP-INTEL-0296,2024-06-12,164,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00182,noise
UP-INTEL-0297,2024-06-18,170,B2 (Usually Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00184,noise
UP-INTEL-0298,2024-07-30,212,C3 (Fairly Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Gorakhpur. Cash routing managed through hawala operators.,UP00077,noise
UP-INTEL-0299,2024-07-09,191,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Bareilly. Cash routing managed through hawala operators.,UP00176,noise
UP-INTEL-0300,2024-05-26,147,A1 (Completely Reliable),HUMINT operative reports illicit arms consignment moving via highway toward Kanpur Nagar. Cash routing managed through hawala operators.,UP00031,noise
