report_id,date,day,team,location,confidence,activity_notes,ground_truth_flag
UP-SURV-0136,2024-01-17,17,STF Unit 6 (Ghaziabad),"Sahibabad PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0137,2024-06-16,168,STF Unit 8 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0138,2024-05-02,123,STF Unit 6 (Lucknow),"Chinhat PS, Lucknow",Low,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0139,2024-08-16,229,STF Unit 8 (Prayagraj),"Naini PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0140,2024-07-06,188,STF Unit 4 (Kanpur Nagar),"Chakeri PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Chakeri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0141,2024-05-30,151,STF Unit 2 (Lucknow),"Alambagh PS, Lucknow",High,Static surveillance outside suspect safehouse near Alambagh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0142,2024-06-06,158,STF Unit 1 (Agra),"Shahganj PS, Agra",Low,Static surveillance outside suspect safehouse near Shahganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0143,2024-02-24,55,STF Unit 1 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0144,2024-01-30,30,STF Unit 8 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0145,2024-05-15,136,STF Unit 4 (Varanasi),"Sigra PS, Varanasi",High,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0146,2024-04-05,96,STF Unit 3 (Varanasi),"Cantt PS, Varanasi",Low,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0147,2024-07-28,210,STF Unit 5 (Ayodhya),"Cantt PS, Ayodhya",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0148,2024-07-29,211,STF Unit 5 (Jhansi),"Prem Nagar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0149,2024-07-02,184,STF Unit 1 (Bareilly),"Izzatnagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Izzatnagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0150,2024-08-03,216,STF Unit 2 (Gorakhpur),"Ramgarh Tal PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Ramgarh Tal PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0151,2024-07-05,187,STF Unit 7 (Prayagraj),"Naini PS, Prayagraj",High,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0152,2024-08-20,233,STF Unit 7 (Prayagraj),"Dhoomanganj PS, Prayagraj",High,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0153,2024-03-03,63,STF Unit 7 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0154,2024-06-10,162,STF Unit 6 (Meerut),"Sadar Bazar PS, Meerut",High,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0155,2024-05-28,149,STF Unit 5 (Lucknow),"Chinhat PS, Lucknow",Low,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0156,2024-07-09,191,STF Unit 6 (Jhansi),"Prem Nagar PS, Jhansi",High,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0157,2024-07-05,187,STF Unit 5 (Lucknow),"Chinhat PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0158,2024-08-05,218,STF Unit 1 (Varanasi),"Cantt PS, Varanasi",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0159,2024-04-23,114,STF Unit 8 (Ayodhya),"Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0160,2024-01-14,14,STF Unit 8 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0161,2024-07-08,190,STF Unit 4 (Ghaziabad),"Indirapuram PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0162,2024-08-24,237,STF Unit 4 (Agra),"Tajganj PS, Agra",Low,Static surveillance outside suspect safehouse near Tajganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0163,2024-08-04,217,STF Unit 8 (Bareilly),"Izzatnagar PS, Bareilly",High,Static surveillance outside suspect safehouse near Izzatnagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0164,2024-08-24,237,STF Unit 3 (Agra),"Rakabganj PS, Agra",Low,Static surveillance outside suspect safehouse near Rakabganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0165,2024-02-06,37,STF Unit 1 (Ghaziabad),"Sahibabad PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0166,2024-07-04,186,STF Unit 4 (Varanasi),"Shivpur PS, Varanasi",High,Static surveillance outside suspect safehouse near Shivpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0167,2024-05-25,146,STF Unit 7 (Ghaziabad),"Indirapuram PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0168,2024-02-20,51,STF Unit 2 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0169,2024-01-18,18,STF Unit 2 (Varanasi),"Dashashwamedh PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0170,2024-03-01,61,STF Unit 7 (Lucknow),"Gomti Nagar PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Gomti Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0171,2024-06-22,174,STF Unit 2 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0172,2024-03-29,89,STF Unit 7 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0173,2024-08-10,223,STF Unit 8 (Ayodhya),"Raunahi PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0174,2024-04-09,100,STF Unit 1 (Lucknow),"Hazratganj PS, Lucknow",High,Static surveillance outside suspect safehouse near Hazratganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0175,2024-03-24,84,STF Unit 8 (Prayagraj),"Naini PS, Prayagraj",High,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0176,2024-08-19,232,STF Unit 5 (Jhansi),"Sipri Bazar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0177,2024-07-04,186,STF Unit 4 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0178,2024-02-24,55,STF Unit 3 (Prayagraj),"Kareli PS, Prayagraj",High,Static surveillance outside suspect safehouse near Kareli PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0179,2024-08-11,224,STF Unit 2 (Varanasi),"Sigra PS, Varanasi",High,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0180,2024-06-01,153,STF Unit 7 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0181,2024-01-29,29,STF Unit 3 (Gorakhpur),"Ramgarh Tal PS, Gorakhpur",High,Static surveillance outside suspect safehouse near Ramgarh Tal PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0182,2024-07-26,208,STF Unit 5 (Ayodhya),"Cantt PS, Ayodhya",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0183,2024-04-26,117,STF Unit 2 (Meerut),"Brahmpuri PS, Meerut",High,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0184,2024-08-18,231,STF Unit 4 (Jhansi),"Kotwali PS, Jhansi",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0185,2024-08-08,221,STF Unit 2 (Meerut),"Nauchandi PS, Meerut",High,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0186,2024-03-29,89,STF Unit 7 (Kanpur Nagar),"Kotwali PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0187,2024-08-19,232,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Sector 39 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 39 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0188,2024-08-27,240,STF Unit 8 (Ayodhya),"Raunahi PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0189,2024-05-16,137,STF Unit 6 (Jhansi),"Prem Nagar PS, Jhansi",High,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0190,2024-07-27,209,STF Unit 8 (Ayodhya),"Cantt PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0191,2024-07-10,192,STF Unit 5 (Lucknow),"Chinhat PS, Lucknow",High,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0192,2024-03-08,68,STF Unit 8 (Bareilly),"Subhash Nagar PS, Bareilly",High,Static surveillance outside suspect safehouse near Subhash Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0193,2024-04-28,119,STF Unit 7 (Gautam Buddha Nagar (Noida)),"Knowledge Park PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Knowledge Park PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0194,2024-07-16,198,STF Unit 5 (Kanpur Nagar),"Govind Nagar PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Govind Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0195,2024-02-26,57,STF Unit 7 (Agra),"Hari Parbat PS, Agra",High,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0196,2024-02-08,39,STF Unit 6 (Jhansi),"Kotwali PS, Jhansi",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0197,2024-03-12,72,STF Unit 3 (Meerut),"Sadar Bazar PS, Meerut",Low,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0198,2024-06-24,176,STF Unit 1 (Kanpur Nagar),"Chakeri PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Chakeri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0199,2024-07-09,191,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Phase 2 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Phase 2 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0200,2024-01-09,9,STF Unit 5 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0201,2024-03-17,77,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Sector 39 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Sector 39 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0202,2024-04-03,94,STF Unit 2 (Meerut),"Civil Lines PS, Meerut",Medium,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0203,2024-01-14,14,STF Unit 3 (Bareilly),"Kotwali PS, Bareilly",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0204,2024-03-31,91,STF Unit 3 (Prayagraj),"Dhoomanganj PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0205,2024-01-30,30,STF Unit 6 (Varanasi),"Dashashwamedh PS, Varanasi",Low,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0206,2024-01-28,28,STF Unit 5 (Meerut),"Sadar Bazar PS, Meerut",Low,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0207,2024-06-21,173,STF Unit 3 (Lucknow),"Gomti Nagar PS, Lucknow",Low,Static surveillance outside suspect safehouse near Gomti Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0208,2024-04-18,109,STF Unit 3 (Lucknow),"Chinhat PS, Lucknow",High,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0209,2024-01-07,7,STF Unit 6 (Agra),"Etmadpur PS, Agra",High,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0210,2024-01-03,3,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Phase 2 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Phase 2 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0211,2024-01-26,26,STF Unit 5 (Meerut),"Sadar Bazar PS, Meerut",Medium,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0212,2024-07-31,213,STF Unit 2 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0213,2024-02-24,55,STF Unit 8 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0214,2024-07-09,191,STF Unit 8 (Agra),"Tajganj PS, Agra",Medium,Static surveillance outside suspect safehouse near Tajganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0215,2024-02-06,37,STF Unit 6 (Gorakhpur),"Tiwaripur PS, Gorakhpur",High,Static surveillance outside suspect safehouse near Tiwaripur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0216,2024-01-31,31,STF Unit 7 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0217,2024-02-19,50,STF Unit 4 (Varanasi),"Bhelupur PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Bhelupur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0218,2024-05-07,128,STF Unit 5 (Agra),"Tajganj PS, Agra",Low,Static surveillance outside suspect safehouse near Tajganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0219,2024-05-16,137,STF Unit 1 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0220,2024-03-12,72,STF Unit 4 (Kanpur Nagar),"Barra PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Barra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0221,2024-05-05,126,STF Unit 6 (Prayagraj),"Naini PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0222,2024-08-26,239,STF Unit 7 (Gautam Buddha Nagar (Noida)),"Knowledge Park PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Knowledge Park PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0223,2024-02-10,41,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Sector 39 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Sector 39 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0224,2024-07-12,194,STF Unit 2 (Lucknow),"Mahanagar PS, Lucknow",Low,Static surveillance outside suspect safehouse near Mahanagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0225,2024-02-22,53,STF Unit 6 (Jhansi),"Nawabad PS, Jhansi",Low,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0226,2024-01-27,27,STF Unit 7 (Varanasi),"Shivpur PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Shivpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0227,2024-04-07,98,STF Unit 2 (Gorakhpur),"Gorakhnath PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Gorakhnath PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0228,2024-04-10,101,STF Unit 7 (Prayagraj),"Civil Lines PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0229,2024-07-02,184,STF Unit 5 (Prayagraj),"Katra PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Katra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0230,2024-07-07,189,STF Unit 6 (Gorakhpur),"Cantt PS, Gorakhpur",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0231,2024-06-02,154,STF Unit 3 (Varanasi),"Cantt PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0232,2024-03-06,66,STF Unit 1 (Bareilly),"Prem Nagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0233,2024-01-03,3,STF Unit 1 (Kanpur Nagar),"Chakeri PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Chakeri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0234,2024-02-17,48,STF Unit 6 (Varanasi),"Chetganj PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Chetganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0235,2024-01-04,4,STF Unit 3 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0236,2024-02-25,56,STF Unit 7 (Jhansi),"Nawabad PS, Jhansi",High,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0237,2024-04-18,109,STF Unit 5 (Lucknow),"Gomti Nagar PS, Lucknow",High,Static surveillance outside suspect safehouse near Gomti Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0238,2024-04-18,109,STF Unit 6 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0239,2024-04-23,114,STF Unit 2 (Lucknow),"Alambagh PS, Lucknow",Low,Static surveillance outside suspect safehouse near Alambagh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0240,2024-05-05,126,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Sector 24 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 24 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0241,2024-07-17,199,STF Unit 8 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0242,2024-03-26,86,STF Unit 5 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0243,2024-06-18,170,STF Unit 1 (Jhansi),"Nawabad PS, Jhansi",Low,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0244,2024-02-19,50,STF Unit 8 (Meerut),"Partapur PS, Meerut",Low,Static surveillance outside suspect safehouse near Partapur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0245,2024-02-23,54,STF Unit 2 (Varanasi),"Dashashwamedh PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0246,2024-05-19,140,STF Unit 1 (Varanasi),"Sigra PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0247,2024-04-10,101,STF Unit 2 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0248,2024-05-12,133,STF Unit 3 (Agra),"Etmadpur PS, Agra",Medium,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0249,2024-03-04,64,STF Unit 5 (Lucknow),"Alambagh PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Alambagh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0250,2024-06-13,165,STF Unit 1 (Prayagraj),"Dhoomanganj PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0251,2024-03-03,63,STF Unit 1 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0252,2024-03-08,68,STF Unit 1 (Gautam Buddha Nagar (Noida)),"Phase 2 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Phase 2 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0253,2024-08-19,232,STF Unit 8 (Ayodhya),"Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0254,2024-01-07,7,STF Unit 3 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0255,2024-03-09,69,STF Unit 1 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0256,2024-01-31,31,STF Unit 2 (Prayagraj),"Civil Lines PS, Prayagraj",High,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0257,2024-02-19,50,STF Unit 3 (Bareilly),"Izzatnagar PS, Bareilly",High,Static surveillance outside suspect safehouse near Izzatnagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0258,2024-07-08,190,STF Unit 3 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0259,2024-04-06,97,STF Unit 3 (Ghaziabad),"Indirapuram PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0260,2024-07-19,201,STF Unit 1 (Agra),"Hari Parbat PS, Agra",High,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0261,2024-02-07,38,STF Unit 4 (Agra),"Etmadpur PS, Agra",Low,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0262,2024-02-29,60,STF Unit 5 (Agra),"Rakabganj PS, Agra",High,Static surveillance outside suspect safehouse near Rakabganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0263,2024-06-04,156,STF Unit 7 (Ghaziabad),"Sahibabad PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0264,2024-01-31,31,STF Unit 6 (Bareilly),"Prem Nagar PS, Bareilly",Medium,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0265,2024-07-18,200,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Sector 20 PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Sector 20 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0266,2024-06-13,165,STF Unit 7 (Agra),"Sikandra PS, Agra",Medium,Static surveillance outside suspect safehouse near Sikandra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0267,2024-02-18,49,STF Unit 2 (Prayagraj),"Katra PS, Prayagraj",High,Static surveillance outside suspect safehouse near Katra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0268,2024-08-13,226,STF Unit 4 (Ayodhya),"Cantt PS, Ayodhya",High,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0269,2024-04-10,101,STF Unit 7 (Ghaziabad),"Kotwali PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0270,2024-03-22,82,STF Unit 5 (Agra),"Hari Parbat PS, Agra",Low,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0271,2024-02-16,47,STF Unit 2 (Lucknow),"Chinhat PS, Lucknow",High,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0272,2024-07-08,190,STF Unit 6 (Kanpur Nagar),"Kotwali PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0273,2024-02-13,44,STF Unit 3 (Varanasi),"Dashashwamedh PS, Varanasi",Low,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
